,entrez_id,MCF7_T_FPKM
0,8639.1,0.0619053637386271
1,26.1,0.0
2,314.2,0.6754537211226259
3,314.1,0.6754537211226259
4,1591.1,0.0362292027289739
5,1594.1,0.607931160686186
6,10993.1,0.0
7,6818.1,1.2922355827651102
8,89874.1,0.19545595209292396
9,92483.1,0.0
10,3948.2,0.10013819352424301
11,55293.1,11.7295575930027
12,3945.1,0.0
13,3939.1,180.099070573764
14,160287.1,0.0
15,3948.1,0.10013819352424301
16,9123.1,1.21356715889692
17,9194.1,2.3213787917037796
18,6566.1,10.3737862700026
19,57835.3,0.11670670168515303
20,8671.1,0.0
21,57835.2,0.11670670168515303
22,57835.1,0.11670670168515303
23,57835.4,0.11670670168515303
24,4967.2,40.1130029271926
25,1738.1,44.69063459431379
26,8050.1,21.558667229936198
27,1743.1,36.561280048211
28,4967.1,40.1130029271926
29,130.1,0.0
30,127.1,0.0
31,125.1,0.0
32,124.1,0.0
33,131.1,0.0
34,126.1,0.0
35,128.1,36.8750395353576
36,137872.1,0.286491623184333
37,1312.1,32.823901366639106
38,1312.2,32.823901366639106
39,117247.1,1.38674691456829
40,218.1,0.0
41,222.1,51.503008373594895
42,220.1,1.7658704272635701
43,221.1,0.15008205492678
44,3242.1,0.0
45,18.1,5.680824520590839
46,18.2,5.680824520590839
47,2531.1,5.83768294622746
48,23498.1,0.557215343380839
49,55268.1,1.71092250708306
50,51166.1,3.8317780277025
51,883.1,1.86098927017949
52,51166.2,3.8317780277025
53,1644.1,0.0516998152332644
54,4128.1,0.236442516522855
55,4129.1,0.0
56,10165.1,16.791980169839803
57,8604.1,7.39743441113855
58,51380.1,3.7767157003523
59,2571.1,0.0661406586857657
60,2572.1,0.0
61,2571.2,0.0661406586857657
62,2805.1,21.7945126842119
63,2806.1,79.185207523943
64,8659.1,9.945811509181961
65,8659.2,9.945811509181961
66,6799.1,0.367889672346576
67,6817.3,3.03643792676606
68,6799.2,0.367889672346576
69,6818.2,1.2922355827651102
70,6817.2,3.03643792676606
71,6817.1,3.03643792676606
72,6817.4,3.03643792676606
73,6818.3,1.2922355827651102
74,6817.5,3.03643792676606
75,4363.1,19.045732545982002
76,6822.1,0.0
77,6573.1,14.6382636129758
78,6573.2,14.6382636129758
79,316.1,0.510836076619501
80,6570.1,0.0
81,6571.1,0.0
82,2348.5,0.0
83,2348.3,0.0
84,2348.1,0.0
85,2348.6,0.0
86,2352.1,0.0
87,2348.4,0.0
88,2348.2,0.0
89,4125.1,10.36914842622
90,53947.1,2.37078842793293
91,51146.1,0.0
92,28.1,0.0
93,206358.1,4.25083497671906
94,6529.1,0.0
95,6538.1,0.0
96,6540.1,0.0
97,6539.1,0.156878282680733
98,38.1,12.5912774786165
99,3032.1,41.1470141717497
100,10449.1,58.0393513668651
101,3030.1,67.6170191107079
102,39.1,15.5938413683601
103,30.1,14.7733287858119
104,32.1,1.68559832833152
105,9197.1,16.3674694580807
106,84532.1,5.35147358188564
107,79611.1,14.109241764332099
108,64841.1,48.34747443903629
109,55577.1,4.7171267771086605
110,5238.1,10.8545960604487
111,9487.1,6.60329878460447
112,162417.1,0.379704512322269
113,43.1,0.14715586893863097
114,43.2,0.14715586893863097
115,6572.1,0.0
116,47.1,182.61124666559
117,47.2,182.61124666559
118,54187.1,35.1872857782021
119,26503.1,6.39876021149644
120,140838.1,7.24284608155238
121,54.1,0.0
122,51205.1,10.9022173783552
123,36.1,4.80461063586913
124,34.1,12.9011423868171
125,80724.1,6.53540146200709
126,35.1,2.68781231932937
127,84129.1,1.9886836970422
128,27034.1,4.93052412422881
129,28976.1,25.016188308572804
130,3712.1,20.4103619957084
131,134526.1,0.0
132,51.1,27.634651307701603
133,51.2,27.634651307701603
134,95.1,0.7881279189105951
135,50.1,54.4612945652076
136,48.1,10.003363970839901
137,8309.1,0.0
138,52.1,44.2709775474285
139,52.3,44.2709775474285
140,52.2,44.2709775474285
141,55.1,0.740886246902259
142,788.1,5.4643766309604
143,55902.1,5.3959840353921695
144,65985.1,13.9988247188749
145,55902.2,5.3959840353921695
146,438.1,0.0
147,1571.1,0.0447225879948273
