,entrez_id,LTED_FPKM
0,8639.1,0.135171853103539
1,26.1,0.0
2,314.2,0.63208691683914
3,314.1,0.63208691683914
4,1591.1,0.0395536684835237
5,1594.1,2.10966924702369
6,10993.1,0.0
7,6818.1,0.599595849401115
8,89874.1,0.693522017794908
9,92483.1,0.0396318377888271
10,3948.2,0.0546635395046829
11,55293.1,13.319098772488502
12,3945.1,0.0
13,3939.1,133.55786517401302
14,160287.1,0.0
15,3948.1,0.0546635395046829
16,9123.1,4.00790285587803
17,9194.1,5.80421313184792
18,6566.1,2.05263330519219
19,57835.3,0.318539868431075
20,8671.1,0.0
21,57835.2,0.318539868431075
22,57835.1,0.318539868431075
23,57835.4,0.318539868431075
24,4967.2,28.5062357609911
25,1738.1,19.1612816217161
26,8050.1,21.845657896028104
27,1743.1,38.125105555359795
28,4967.1,28.5062357609911
29,130.1,0.0
30,127.1,0.0
31,125.1,0.0
32,124.1,0.0
33,131.1,0.0
34,126.1,0.0
35,128.1,38.3858277641569
36,137872.1,0.218946476411805
37,1312.1,26.236187755580698
38,1312.2,26.236187755580698
39,117247.1,0.733342610867677
40,218.1,0.0
41,222.1,54.9756729088294
42,220.1,1.04428475125856
43,221.1,0.15215004192298903
44,3242.1,0.0361421136580911
45,18.1,34.0879251273452
46,18.2,34.0879251273452
47,2531.1,4.25340807773452
48,23498.1,0.22812996118314002
49,55268.1,6.4143676724932694
50,51166.1,5.17113463612346
51,883.1,1.26984840783576
52,51166.2,5.17113463612346
53,1644.1,0.0
54,4128.1,4.41417631033696
55,4129.1,0.0
56,10165.1,11.5404610022257
57,8604.1,5.28719826419307
58,51380.1,10.015865422036901
59,2571.1,0.30689190851548803
60,2572.1,0.0
61,2571.2,0.30689190851548803
62,2805.1,30.8271188352199
63,2806.1,55.84634501743071
64,8659.1,7.87924318878893
65,8659.2,7.87924318878893
66,6799.1,0.6526779695366
67,6817.3,8.6306072421221
68,6799.2,0.6526779695366
69,6818.2,0.599595849401115
70,6817.2,8.6306072421221
71,6817.1,8.6306072421221
72,6817.4,8.6306072421221
73,6818.3,0.599595849401115
74,6817.5,8.6306072421221
75,4363.1,13.8247510369065
76,6822.1,0.0
77,6573.1,7.856290572556451
78,6573.2,7.856290572556451
79,316.1,1.18513681000022
80,6570.1,0.0
81,6571.1,0.0
82,2348.5,0.112300775558421
83,2348.3,0.112300775558421
84,2348.1,0.112300775558421
85,2348.6,0.112300775558421
86,2352.1,0.0
87,2348.4,0.112300775558421
88,2348.2,0.112300775558421
89,4125.1,13.8895577710671
90,53947.1,4.405679700212651
91,51146.1,0.0
92,28.1,0.0
93,206358.1,3.42435361195633
94,6529.1,0.0
95,6538.1,0.0
96,6540.1,0.0
97,6539.1,0.0
98,38.1,11.9883827244385
99,3032.1,34.6216025386359
100,10449.1,38.7594455456286
101,3030.1,67.81651058074921
102,39.1,32.587278621863106
103,30.1,17.0164382975754
104,32.1,2.06846604168302
105,9197.1,27.209357857576602
106,84532.1,1.86133882141029
107,79611.1,13.228237666521899
108,64841.1,60.7533472662026
109,55577.1,8.21265746770689
110,5238.1,15.7346433291059
111,9487.1,4.86283033698345
112,162417.1,0.932730694006815
113,43.1,0.582389572817274
114,43.2,0.582389572817274
115,6572.1,0.0
116,47.1,272.117383052106
117,47.2,272.117383052106
118,54187.1,31.9530498442365
119,26503.1,7.12975137565353
120,140838.1,6.55876140484984
121,54.1,0.0328134570939752
122,51205.1,8.52623721137182
123,36.1,6.49779356980425
124,34.1,10.8975514790888
125,80724.1,4.16867755110037
126,35.1,2.86620841848181
127,84129.1,5.605564584257491
128,27034.1,5.9792749328608
129,28976.1,19.3228486119934
130,3712.1,18.488542317544802
131,134526.1,0.20653649256698198
132,51.1,23.4255390359346
133,51.2,23.4255390359346
134,95.1,0.5224149475955421
135,50.1,36.771231690507996
136,48.1,7.27493303398917
137,8309.1,0.182385408550921
138,52.1,39.085073846313
139,52.3,39.085073846313
