,entrez_id,LTED_T_FPKM
0,8639.1,0.176053594596802
1,26.1,0.0
2,314.2,1.37209499428727
3,314.1,1.37209499428727
4,1591.1,0.15454916144444597
5,1594.1,2.2228773007754303
6,10993.1,0.0
7,6818.1,0.826876845175384
8,89874.1,0.9264335342730141
9,92483.1,0.0
10,3948.2,0.0
11,55293.1,14.7691311467259
12,3945.1,0.0
13,3939.1,163.63898883837098
14,160287.1,0.0
15,3948.1,0.0
16,9123.1,4.48666645371237
17,9194.1,6.704957232602121
18,6566.1,1.9500366067958603
19,57835.3,0.23707424531739998
20,8671.1,0.0
21,57835.2,0.23707424531739998
22,57835.1,0.23707424531739998
23,57835.4,0.23707424531739998
24,4967.2,29.2306089844906
25,1738.1,24.533480508565102
26,8050.1,20.987703711563302
27,1743.1,45.8873622826577
28,4967.1,29.2306089844906
29,130.1,0.0
30,127.1,0.0
31,125.1,0.0
32,124.1,0.0
33,131.1,0.0
34,126.1,0.0
35,128.1,37.2069816122718
36,137872.1,0.40737891708729795
37,1312.1,28.461302300623498
38,1312.2,28.461302300623498
39,117247.1,1.41729967433162
40,218.1,0.0
41,222.1,31.8803101114888
42,220.1,3.76648909161434
43,221.1,0.0914615597742768
44,3242.1,0.18829212975157503
45,18.1,35.3330657765836
46,18.2,35.3330657765836
47,2531.1,3.5876931733081
48,23498.1,0.990420682496095
49,55268.1,2.75418013540717
50,51166.1,7.03780802688596
51,883.1,1.3832658334677401
52,51166.2,7.03780802688596
53,1644.1,0.0
54,4128.1,5.850075117699079
55,4129.1,0.0
56,10165.1,10.306826945812801
57,8604.1,5.61598949453588
58,51380.1,8.01541683422969
59,2571.1,1.12859048141222
60,2572.1,0.0
61,2571.2,1.12859048141222
62,2805.1,32.801085571848304
63,2806.1,89.36112094588471
64,8659.1,8.06685338235887
65,8659.2,8.06685338235887
66,6799.1,0.6539043561830451
67,6817.3,6.69985717385592
68,6799.2,0.6539043561830451
69,6818.2,0.826876845175384
70,6817.2,6.69985717385592
71,6817.1,6.69985717385592
72,6817.4,6.69985717385592
73,6818.3,0.826876845175384
74,6817.5,6.69985717385592
75,4363.1,12.1283575426293
76,6822.1,0.0
77,6573.1,8.65623339684149
78,6573.2,8.65623339684149
79,316.1,1.70700991765447
80,6570.1,0.0
81,6571.1,0.0
82,2348.5,0.0
83,2348.3,0.0
84,2348.1,0.0
85,2348.6,0.0
86,2352.1,0.187905095569146
87,2348.4,0.0
88,2348.2,0.0
89,4125.1,8.33630698646109
90,53947.1,2.8690727028447096
91,51146.1,0.0
92,28.1,0.0
93,206358.1,3.0809379054440402
94,6529.1,0.0
95,6538.1,0.0
96,6540.1,0.0573859566819772
97,6539.1,0.0446148506561199
98,38.1,11.242210807781902
99,3032.1,39.4560720887639
100,10449.1,32.1420701738288
101,3030.1,80.804618326376
102,39.1,46.0480031467275
103,30.1,22.514728636331302
104,32.1,1.0929632412543702
105,9197.1,23.225858915110003
106,84532.1,4.2761732163121495
107,79611.1,17.058998467025003
108,64841.1,76.2884642168048
109,55577.1,9.603997598632368
110,5238.1,18.165321152162896
111,9487.1,4.6948051712235
112,162417.1,0.8098855281894979
113,43.1,0.993934621398228
114,43.2,0.993934621398228
115,6572.1,0.0
116,47.1,326.847781518155
117,47.2,326.847781518155
118,54187.1,42.7970834534836
119,26503.1,6.15504703416558
120,140838.1,6.352666189660139
121,54.1,0.0
122,51205.1,8.88394839595623
123,36.1,4.708507603481441
124,34.1,13.520230001624999
125,80724.1,4.76567345344053
126,35.1,3.02201087584759
127,84129.1,3.54763340866866
128,27034.1,5.91946355371248
129,28976.1,23.526697789977497
130,3712.1,17.465625864781803
131,134526.1,0.179334632652064
132,51.1,25.442667900446402
133,51.2,25.442667900446402
134,95.1,0.32019554814146994
135,50.1,48.55944801745029
136,48.1,9.86901752448301
137,8309.1,0.0
138,52.1,38.7889909693841
139,52.3,38.7889909693841
140,52.2,38.7889909693841
141,55.1,0.5267543839383371
142,788.1,5.8041796186914
143,55902.1,26.7977500591133
144,65985.1,31.029526584554898
145,55902.2,26.7977500591133
146,438.1,0.0
147,1571.1,0.0423957467800068
148,100.1,0.238683626617205
149,3177.1,31.108670165255
150,205.3,19.3072228996348
151,205.1,19.3072228996348
152,204.1,28.956530133728
153,204.3,28.956530133728
154,204.2,28.956530133728
155,205.2,19.3072228996348
156,26289.1,0.0
157,26289.2,0.0
158,50808.1,16.261374471627
159,262.1,42.6236415056806
160,112.1,13.388888397159901
161,55811.1,0.124608388474206
162,109.1,13.0623289806093
163,112.2,13.388888397159901
164,114.1,0.0445822136037013
165,108.1,0.0
166,113.1,1.66715797558157
167,107.1,7.90371176364764
168,196883.1,0.0442906148228632
169,115.1,15.8768011531605
170,111.1,1.4312185011931202
171,2030.1,8.571103601300461
172,9154.2,0.0
173,9154.1,0.0
174,64078.1,0.0
175,9153.1,0.0742312862317415
176,55315.1,6.59577472726788
177,11164.1,57.4006368104307
178,952.1,0.3678705392128351
179,1375.1,0.0
180,1375.3,0.0
181,1375.4,0.0
182,126129.1,0.18879766417676502
183,1374.1,41.799616976833
184,1375.2,0.0
185,1376.1,12.291203898405302
186,9060.1,5.544553691850769
187,9061.1,37.6164268796741
