,entrez_id,LTED_F_FPKM
0,8639.1,0.126656543942109
1,26.1,0.0
2,314.2,0.4935565511590271
3,314.1,0.4935565511590271
4,1591.1,0.203840663528133
5,1594.1,1.28823093739701
6,10993.1,0.0
7,6818.1,0.8262111864565359
8,89874.1,0.733144681896471
9,92483.1,0.0371351837616828
10,3948.2,0.0
11,55293.1,15.067652531614499
12,3945.1,0.0
13,3939.1,170.225005953914
14,160287.1,0.0
15,3948.1,0.0
16,9123.1,2.38981293252921
17,9194.1,4.27770558770418
18,6566.1,1.9685799788229201
19,57835.3,0.460501317928524
20,8671.1,0.0391933316102147
21,57835.2,0.460501317928524
22,57835.1,0.460501317928524
23,57835.4,0.460501317928524
24,4967.2,38.4770524141382
25,1738.1,40.455113663251204
26,8050.1,22.494401429606103
27,1743.1,31.075827704618398
28,4967.1,38.4770524141382
29,130.1,0.0
30,127.1,0.0
31,125.1,0.0
32,124.1,0.0
33,131.1,0.0
34,126.1,0.0447390547224084
35,128.1,40.8602630912864
36,137872.1,0.556845721210724
37,1312.1,66.6511603581996
38,1312.2,66.6511603581996
39,117247.1,0.28815751120499605
40,218.1,1.18366567116904
41,222.1,90.1064299927564
42,220.1,1.46774821587163
43,221.1,11.339414440047701
44,3242.1,0.0338652988887437
45,18.1,15.515549444902899
46,18.2,15.515549444902899
47,2531.1,3.18836772438802
48,23498.1,0.0
49,55268.1,4.42515641437108
50,51166.1,4.5731609909958495
51,883.1,2.18500245218288
52,51166.2,4.5731609909958495
53,1644.1,0.0528881467164779
54,4128.1,18.6729197724082
55,4129.1,0.0185205323688933
56,10165.1,22.8009446787435
57,8604.1,6.365008519124889
58,51380.1,5.96828012340274
59,2571.1,2.4527082083542497
60,2572.1,0.0
61,2571.2,2.4527082083542497
62,2805.1,33.1045970977054
63,2806.1,58.751685012701905
64,8659.1,9.99076438995127
65,8659.2,9.99076438995127
66,6799.1,1.6465124216508702
67,6817.3,9.158026209749009
68,6799.2,1.6465124216508702
69,6818.2,0.8262111864565359
70,6817.2,9.158026209749009
71,6817.1,9.158026209749009
72,6817.4,9.158026209749009
73,6818.3,0.8262111864565359
74,6817.5,9.158026209749009
75,4363.1,13.960620149214899
76,6822.1,0.0
77,6573.1,10.637095941758801
78,6573.2,10.637095941758801
79,316.1,0.352739984491932
80,6570.1,0.0
81,6571.1,0.0158664440149434
82,2348.5,0.0526131283535522
83,2348.3,0.0526131283535522
84,2348.1,0.0526131283535522
85,2348.6,0.0526131283535522
86,2352.1,0.0
87,2348.4,0.0526131283535522
88,2348.2,0.0526131283535522
89,4125.1,14.7892827451634
90,53947.1,0.309610406160566
91,51146.1,0.0
92,28.1,0.0
93,206358.1,2.53313087884219
94,6529.1,0.0
95,6538.1,0.0
96,6540.1,0.10321156692081
97,6539.1,0.0481452492254321
98,38.1,12.5212295899481
99,3032.1,46.2906432159727
100,10449.1,39.4122387291669
101,3030.1,76.7692921889025
102,39.1,33.7884720313689
103,30.1,28.634962655314304
104,32.1,0.772505293077851
105,9197.1,30.2249303632119
106,84532.1,2.47078227074693
107,79611.1,11.946409336322699
108,64841.1,55.703881756704504
109,55577.1,15.829269439333
110,5238.1,22.3115726668302
111,9487.1,7.74284774098425
112,162417.1,0.63120216740142
113,43.1,3.4247458370337998
114,43.2,3.4247458370337998
115,6572.1,0.0
116,47.1,332.484903099522
117,47.2,332.484903099522
118,54187.1,54.673280969805795
119,26503.1,12.514100347558902
120,140838.1,6.99384833338875
121,54.1,0.0307463349424686
122,51205.1,9.395201491705759
123,36.1,4.427969058538309
124,34.1,12.9958785899385
125,80724.1,4.0774929579531
126,35.1,3.8046683726742296
127,84129.1,0.5363402426367461
128,27034.1,2.62763614624515
129,28976.1,23.2865086594255
130,3712.1,17.0030231874285
131,134526.1,0.0322542473967338
132,51.1,46.548898917423294
133,51.2,46.548898917423294
134,95.1,0.460710405898005
135,50.1,48.179114252979204
136,48.1,11.7832874258621
137,8309.1,0.0
138,52.1,44.901694344869796
139,52.3,44.901694344869796
140,52.2,44.901694344869796
141,55.1,0.551211402342087
142,788.1,11.415674930782302
143,55902.1,47.8263717651692
144,65985.1,24.399157762311802
145,55902.2,47.8263717651692
146,438.1,0.0220692652489732
147,1571.1,0.114376365985983
148,100.1,0.85856932691828
149,3177.1,27.9998038486022
150,205.3,3.1355843229832203
151,205.1,3.1355843229832203
