"1"	"2"	"3"	"4"	"5"	"6"
"100128627"	0	0	0	0	0	0
"100128640"	0.557711440000102	0.731608856724008	0.653748479101714	1.28553029537382	0.748021869494457	1.2260065838868
"100128675"	0	0	0	0	0	0
"100128682"	0	0	0	0	0	0
"100128714"	0.0356827578668088	0	0	0	0	0
"100128731"	206.077711849473	333.713682675495	225.80652192841	237.80685916653	203.675713102723	222.425716633037
"100128750"	0.463287027881273	0.940553724692215	0.402269874562771	0.11482592545711	0.276167370079582	0.424347988399764
"100128770"	0	0.0644768729822944	0	0	0	0.0420187714003688
"100128782"	1.90937107357322	2.09114182645279	1.85706064906462	0.986425895401421	1.28600036083163	0.897157551521387
"100128787"	0	0	0	0	0	0
"100128788"	1.80741591563982	2.54033345054705	1.30780871236609	0.634622684581088	1.03251631013123	1.19564143512637
"100128811"	0	0	0	0	0	0
"100128822"	5.9230366855707	5.68865575552648	4.50007597018796	3.81687190190343	7.76764425717507	5.51562860027626
"100128881"	8.08783394994329	4.12681411786277	9.38667953165438	11.6106499811181	11.4562984325084	11.1487569616312
"100128885"	0	0	0	0	0	0
"100128890"	0.503259928709461	0.220059690771311	0.0873956300137568	0.598719500423593	0.359994463770086	0.430230441393833
"100128893"	0	0.0735642174965775	0	0.0583762674723227	0.0702002626964038	0
"100128927"	14.4970232474515	14.8679838787885	20.3649123997403	12.0280156916323	13.7393266614592	21.3942110818214
"100128946"	0	0	0	0	0	0
"100128977"	0.167114249342888	0.0782933457642146	0.108828367850464	0.186387082572345	0.0747131367268869	0.0765341907649574
"100128993"	0	0	0	0	0	0
"100129027"	0	0	0	0	0	0
"100129034"	4.37446123279912	5.56113029472289	6.97781887982386	7.5833960066199	6.61431004552734	5.46994363408372
"100129046"	0.179738757295808	0.210519879775737	0	0.13364502719656	0	0
"100129055"	0.0758789024043382	0.14219764419879	0	0	0.0452317368292504	0.0463342127874337
"100129066"	0.0319908772670979	0.0299755744949591	0	0	0.0572096944854922	0
"100129075"	2.54664369352613	0.950605932641615	1.94157512908438	2.95580222981984	3.62854596776243	2.76877674201014
"100129083"	0.0962798144362316	0.360858219160166	0.250797884758271	0	0.172178422086653	0
"100129128"	0	0	0	0	0	0.202803533888215
"100129138"	0	0	0	0	0.103819743342572	0
"100129148"	0.152582575486984	0.142970457482479	0.397460126062564	0.226906013566333	0	0.279516174967671
"100129175"	0.0704345054932392	0.230990904713288	0	0.942690312257518	0	0.129029042132593
"100129195"	0.424096584435123	0.50776349115966	0.552361504497822	0.350375180397828	0.168537186574246	0.43161275758687
"100129196"	2.49937701700143	2.05319525282155	1.51616496868744	2.18936631626442	1.83684980050493	2.25794529632421
"100129213"	0	0	0	0	0	0
"100129216"	0	0	0	0	0	0
"100129239"	0	0	0	0	0	0
"100129250"	1.04932203075767	1.34737385733765	2.22718520252112	1.73383332625437	0.695005923040808	0.925529748785532
"100129269"	0.0433259164963042	0	0.112859048141222	0.515440820940805	0.0774802899389938	0
"100129271"	0	0	0	0	0	0
"100129316"	0.0133716869354187	0	0	0	0	0.0244956068746673
"100129345"	0	0	0	0	0	0
"100129354"	0.416134296782685	0.779838858995339	1.26464585565361	0.309417291226817	0.992237705147588	0.38115842041046
"100129361"	6.51124073162846	6.3320552202364	6.57287365496851	5.28353465473671	4.97922921128608	5.4193797229269
"100129385"	0	0	0	0	0	0
"100129387"	21.1939523192761	22.643504006504	22.8263091028817	5.42971322083482	12.6945446733823	5.35091211309995
"100129396"	0.159608833937494	0.373885221386812	0.41576272424964	0.23735478394659	0.356788145824815	0.438581377436481
"100129405"	5.1145441048077	4.45003688091203	4.28232900949646	11.884147099603	6.81897125572393	7.1943135209636
"100129407"	0	0	0	0	0	0
"100129424"	0.37136499853975	0.521955638428098	0.322454423260634	0.368172014957718	0.664116770905661	0.566919931592277
"100129427"	0	0.0370306365101015	0	0	0	0
"100129460"	3.39678831910004	3.321186429472	3.84706276672865	5.10628051571158	3.4994517065555	2.70546955255399
"100129464"	0	0	0	0	0	0
"100129480"	1.87772283855754	1.33474264734565	1.85530280246916	1.34803941639039	2.54741469873223	0.118613874986281
"100129482"	4.26749512499113	3.57572415732268	4.1329966533564	6.43773682453909	5.98054526784294	6.87800982425563
"100129515"	0.111232939340749	0	0	0	0	0
"100129518"	0.940200144817877	1.80024536445614	1.27779842508174	0.364741174981408	0.584825018992056	0.599079513034961
"100129520"	0	0.0220544635955534	0	0	0	0
"100129534"	0.530781023268781	0.643621454502974	0.325323234855479	0.789326079220961	0.390848081809693	0.28598185161283
"100129543"	1.86575655595477	2.74720448681523	1.92860398722341	1.23314322984572	1.80068116870877	4.01465425987321
"100129550"	1.53357893451857	1.68203387139786	0.898055230635941	2.47505882006636	2.76377863501899	2.28669228505056
"100129583"	0.348536225513077	0.686943670712047	0.18784074450902	0.232345541288813	0.386870762777578	0.330250275218652
"100129597"	0	0	0	0	0	0
"100129617"	0.292297697965696	0.547768124451351	0.475876257128525	0.81501899719297	0.522719707240687	0.401595337277861
"100129620"	0	0	0	0	0	0
"100129636"	0	0.00842942969007181	0	0.0267564127763427	0.176967286171862	0
"100129654"	0.515666826543768	0.48318179100201	0.522376165682226	0.383424855577395	0.666014247393963	0.57728646748425
"100129662"	0.252777856148906	0.0789512730395442	0	0	0.150681956423973	0.154354670450334
"100129669"	0	0	0	0	0	0
"100129716"	1.34653208103622	1.31427678740888	0.876890445989349	1.16808531364283	0.802673507281662	0.77084796453914
"100129722"	0.701467219463973	1.00524789623189	0.537424038767723	0.552258022436577	0.737907523228512	0.907071890547643
"100129726"	2.77338541462665	7.03640622357537	4.00117914139578	1.90352765180267	4.1966527863613	3.04834053429788
"100129792"	0	0.0753553829182931	0	0	0	0
"100129794"	2.69953787400049	2.86426108825192	2.48187771025492	1.0626593848016	1.41988766630283	0.945422356508298
"100129827"	0	0.146147578759867	0	0	0	0
"100129842"	1.18778379583004	2.65699119769012	1.35091917474727	0.012439133147481	2.16900489889997	1.9767000146087
"100129845"	0.14051648593396	0.13166448536925	0.0610048908871469	0.104481247488001	0.083762475609723	0.386118439895281
"100129858"	0.354973715845582	0.241899440705987	0.168121064817268	0.0479893178117301	0.0577094573338712	0
"100129917"	10.3217624594137	6.03503531114275	12.0453798204372	8.10454890808689	2.3626930767279	7.26084369798372
"100129924"	0.57121452471221	1.20426794298568	1.1159612898603	0.106181857823513	0.510755115772818	0.130801058479276
"100129931"	0	0	0	0	0	0
"100129935"	0	0	0	0	0	0
"100129961"	1.19894066432477	1.02979432720476	1.30129293942192	1.93152734679953	1.34005056620466	1.5557412727738
"100129973"	1.8008759238398	2.24990351511901	0.721703913113602	0.137337850316464	0.16515535486996	0
"10013"	5.14540963715524	6.14670318023929	5.11256179285918	8.59836315925123	2.79842528493602	4.6805492253687
"100130000"	0.199884415406058	0.588633453914844	0.148764571186964	0.169856413735578	0.102130243857746	0
"100130015"	1.51153899686545	0.769737949929076	0.599167418502554	2.05235214517863	1.82165737862185	1.08351775689715
"100130017"	0.0935216318774322	0	0	0	0	0
"100130075"	0	0.062161068470643	0	0	0	0.121528771725074
"100130086"	1.14029218448589	0.688874329126779	0.7816659170106	0.602431100575855	0.134157834225278	1.31930678565331
"100130093"	3.57288437173141	2.73911427587383	1.53833957079326	1.84426764076632	1.05610491965646	3.78646227764366
"100130148"	0.140212388328309	0.0766380677698655	0.121745735301335	0.191134414623879	0.167162403464185	0.363878223447176
"100130155"	0	0	0	0	0	0
"100130197"	0	0	0	0	0	0
"100130231"	0	0	0	0	0	0
"100130238"	0.126725791351068	0.271411546832872	0	0.0538440888524699	0	0.0331641579791407
"100130264"	0	0	0	0	0	0
"100130274"	0	0.0498230382135911	0	0.237219923273893	0	0
"100130275"	0.365943611699754	0.65149207424237	0.381296471300895	0.217678344610038	0.850748126233164	0.536297979082913
"100130298"	0	0	0	0	0	0
"100130301"	0	0	0	0	0	0
"100130302"	0	0	0	0	0	0
"100130311"	0.199083473846869	0.227995750035091	0.172863212721821	0.394743521867682	0.474698025973539	0.364701217890374
"100130331"	0	0	0	0	0	0
"100130342"	0	0	0	0	0	0
"100130348"	0	0	0	0	0	0
"100130357"	0.213152231265983	0.313852717944184	0.396597956591712	0.13584828577941	0.544546940135227	0.278909849208522
"100130370"	1.55566589349181	0.943194934630174	1.19186217724106	1.36084440991542	0.163648070014563	0.167636819406947
"100130386"	0	0	0	0.0404717976892257	0	0.0498555410954356
"100130417"	11.0376266299859	12.066014818985	4.05473435055761	2.73568137323925	7.5918187319256	9.85069100490903
"100130418"	0.180233269650803	0	0.0670695737302932	0.114868047953609	0.230223898938316	0.424503655306734
"100130449"	1.94869962545598	7.82545290335432	0	0	0.0622300791775756	0.0637468718319923
"100130451"	0	0	0	0	0	0
"100130452"	0	0	0	0	0	0
"100130476"	0.107211789293299	0.0669719047270268	0	0.106289985988302	0	0.0654671285565827
"100130480"	0	0	0	0	0	0
"100130519"	0.0913509562568497	0.513577174817755	0.0793195913183424	0.0452827619264698	0	0.111563939683409
"100130522"	0.206600971893	0.299178211804384	0.342473001316953	0.391028827232321	0.537406774208916	0.447285717502454
"100130539"	0	0	0	0	0	0
"100130557"	2.97780576296095	3.51360458049335	4.25189902299487	3.01780719488598	5.04912411117214	4.84892924519655
"100130581"	0.596276194838473	0.764554737979185	0.326996034855854	0.490031766387385	0.533164168191869	0.833611843073714
"100130613"	0	0	0	0	0	0
"100130673"	0.131849689525384	0.576537098426527	0.114484444576568	0.130716050395132	1.33613474321847	1.12716604057094
"100130691"	0	0	0	0	0	0
"100130700"	0	0	0	0	0	0
"100130705"	0.424486891573046	0.397745842799008	0.240378198775676	0.329350826948766	0.462070201371648	0.574761106559869
"100130717"	1.12121381348263	1.8910469456149	0.876190054259325	1.66736048307529	0.401016197128338	2.05395272340461
"100130733"	0.624170606705316	0.350910149089944	0.487767873691719	0.324872104794838	0.892969815570795	0.743222199336003
"100130742"	1.60560749368657	1.07461454970491	2.09121177438146	1.19385190144378	0.752014578819646	0.630281571005532
"100130744"	3.13266880645844	3.23897673588625	3.44699932337445	4.37747884579296	4.00846471150331	5.93662672497707
"100130771"	0.110474267666337	0.828118494546992	0.575545618012946	0.876195309469154	0.329270906876102	0.472215153932791
"100130776"	10.6817769044383	11.469387059437	8.35938344821329	13.0215299490124	10.9039211432107	8.90216113091027
"100130827"	0	0.155721571685731	0	0	0	0.101481799909336
"100130849"	0	0	0	0	0	0
"100130855"	2.95767844866181	3.69514137545207	2.4693632899619	3.21419539476458	2.84805992838959	2.36176822068848
"100130872"	0.0140911432893019	0.0396103656546518	0	0	0.0251993715521321	0
"100130880"	0	0	0	0	0	0
"100130889"	0.0676347720780659	0.0316870202081138	0	0	0.0907140951827294	0
"100130890"	2.74623498714218	3.38583249804058	2.56024562257763	1.7625401218538	2.01614691859375	2.06528837682043
"100130894"	0	0.029531392205631	0	0	0	0.115471432855975
"100130899"	0.0330607558756537	0.1084231919674	0	0.0491647509375944	0.206930402239329	0
"100130933"	0	0	0	0	0	0
"100130934"	0	0	0	0	0	0
"100130935"	0	0	0	0	0	0
"100130950"	0.852978981020989	1.14177795906146	0.846442861059163	1.32887086648801	1.52539320817394	0.967307133279323
"100130954"	0	0	0	0.0395666285976168	0	0.0487405005629752
"100130958"	1.42916710976497	2.15749536517677	1.65458514016995	1.0626593848016	2.12983149945424	0.581798373235875
"100130964"	0	0	0	0	0	0
"100130967"	2.09023778958659	2.16472510859051	2.86569996847616	0.327199894170887	1.77063107728923	1.20919223026767
"100130987"	4.62414958181732	5.72554632082774	2.79624888688721	4.29786684519759	2.80569802861439	3.02535154082655
"100130988"	0	0	0	0	0	0
"100130992"	0.292585392550308	0.345230501007561	0.395189626654764	0.386759671108895	0.426338973819012	0.158811104505331
"100131047"	0	0	0	0	0	0
"100131060"	0.500003453065096	0.819884012633272	1.13964524124796	0.278833747748476	0.447081281215209	0.228989208343951
"100131067"	2.52821214271744	2.72992647117488	2.88516510033751	2.86454246972248	3.05721541982266	1.9407915544925
"100131089"	1.79698153660876	0.653702272465069	0.715907094534377	1.82344953070776	0.378066475003524	0.852019183937598
"100131094"	0	0	0	0	0	0
"100131096"	2.95018505427156	3.44510368375283	2.75279786181349	1.57154478655729	1.14178921622771	0.766302186078244
"100131117"	0	0	0	0	0	0
"100131137"	0	0	0	0	0	0
"100131138"	0.7820388270085	0	0	0	0	0
"100131176"	0	0	0	0	0	0
"100131187"	51.1787388612594	40.7125397973916	47.8844818542041	50.4798348633433	30.2588203743892	31.7616891674573
"100131193"	2.08857791928119	2.5634015805115	1.83904433852921	1.66232905160918	1.31515161044813	2.58663752861952
"100131208"	0.0474403411449901	0.222258906529031	0	0	0	0
"100131211"	1.46002403535491	3.00303244027125	2.4581628293773	2.25064057088879	1.8786316875619	2.12012522362591
"100131213"	1.09192595627082	1.26107805840189	0.661474884185164	0.528681160407808	0.908234947186468	1.11644666123122
"100131234"	15.8039170901751	19.0548374624827	21.1890994357857	9.15888842838939	18.2874008836142	17.881630795945
"100131244"	0.18422043234649	0	0	0.547909534070934	0	0.224982398049219
"100131257"	0.00667916303221324	0.00312920066812296	0	0.00496630186232635	0	0
"100131289"	0	0	0	0	0	0
"100131320"	0.99860953875628	0.42774901100449	0.594574497524485	0.297007058407964	0	0.052267252229727
"100131347"	0.293937118198079	0.491821795108737	0.273454469023002	0.156112423333103	0.112639607868235	0.269231852646096
"100131366"	0	0	0	0	0	0
"100131378"	0	0.267615098441263	0	0.212363715647025	0.127688778943204	0
"100131390"	0	0	0	0	0	0.0883693749038684
"100131434"	2.59269600563636	1.34482765415577	1.08541221761149	1.06717669968862	0.331182241955593	0.678508920765849
"100131439"	0	0	0	0	0	0
"100131454"	0.303742943213105	0.350287139504342	0.426039149774119	0.521188912652362	0.376052805363026	0.47082285131039
"100131496"	0.404990590950806	5.25430709256514	0.973803770912273	0.463279033468766	2.50701870242017	0.399486055657301
"100131551"	0	0.0337609909866223	0.0469280436316169	0	0	0
"100131561"	0.808085350440937	1.40618969694938	0.601419927594669	1.37337850316464	1.85799774228705	1.26885632057693
"100131564"	2.52018411197604	2.66663999349343	2.09894673313938	3.13589209760212	0.766475755380862	1.00500197741185
"100131626"	0	0	0	0	0	0
"100131635"	0	0	0	0	0	0
