,HGNC_ID,MCF7_TAM_FPKM
0,HGNC:13734,0.0
1,HGNC:4020,12.9501735259674
2,HGNC:4021,5.83768294622746
3,HGNC:344,24.06944839999389
4,HGNC:341,0.0
5,HGNC:3999,349.64680307685205
6,HGNC:343,103.062975445987
7,HGNC:964,0.0
8,HGNC:12705,0.0
9,HGNC:12706,0.0
10,HGNC:10967,0.0
11,HGNC:10966,0.0
12,HGNC:10963,0.202377923114053
13,HGNC:10962,0.0
14,HGNC:10961,0.0
15,HGNC:10969,17.069499109749998
16,HGNC:10968,1.01014824174624
17,HGNC:292,16.6774085984895
18,HGNC:291,33.680206445233196
19,HGNC:3773,1.04329764243669
20,HGNC:3772,0.480888042955132
21,HGNC:3771,0.0
22,HGNC:3770,0.0
23,HGNC:16496,0.0
24,HGNC:16253,0.0
25,HGNC:19977,0.0655004791060257
26,HGNC:13542,0.0
27,HGNC:16704,0.0510329194225555
28,HGNC:19979,0.964330803638463
29,HGNC:19978,10.0171890356007
30,HGNC:16703,0.0
31,HGNC:12019,0.0
32,HGNC:12015,0.0
33,HGNC:2269,310.87733630166696
34,HGNC:2267,110.18534886827
35,HGNC:2265,124.208572614881
36,HGNC:17038,0.6082392859576949
37,HGNC:9251,41.4946820580005
38,HGNC:108,0.14715586893863095
39,HGNC:24887,1.46261824750405
40,HGNC:7861,0.0
41,HGNC:4810,0.0758121700973635
42,HGNC:4819,0.0
43,HGNC:4818,0.0
44,HGNC:16815,0.23668189688933
45,HGNC:3151,122.192104840269
46,HGNC:1373,1.15766002837751
47,HGNC:21298,13.9988247188749
48,HGNC:20800,3.81315275727501
49,HGNC:14135,8.32869359006465
50,HGNC:1372,0.0
51,HGNC:17729,8.087025754549767
52,HGNC:9326,0.820354777152833
53,HGNC:9325,472.399710438174
54,HGNC:8940,5.50951345393168
55,HGNC:3518,5.049807993816558
56,HGNC:18859,1.05657820879056
57,HGNC:18857,0.0
58,HGNC:3512,3.82329588121108
59,HGNC:3516,1.06766557935457
60,HGNC:3515,0.0960967417676595
61,HGNC:1375,4.7050959592029695
62,HGNC:2689,0.0
63,HGNC:1374,0.0
64,HGNC:91,4.80461063586913
65,HGNC:90,2.68781231932937
66,HGNC:93,12.5912774786165
67,HGNC:92,42.674238336666704
68,HGNC:95,16.3674694580807
69,HGNC:94,15.5938413683601
70,HGNC:1991,20.106760240472802
71,HGNC:24157,7.52037019896771
72,HGNC:30412,30.1728844939437
73,HGNC:1995,24.840099063754806
74,HGNC:1994,0.0
75,HGNC:1996,0.0
76,HGNC:8830,23.294488822068402
77,HGNC:2860,62.2864824263793
78,HGNC:2861,45.0037454442459
79,HGNC:18704,43.674734779439405
80,HGNC:550,0.0619053637386271
81,HGNC:553,0.510836076619501
82,HGNC:30324,8.359671047426161
83,HGNC:14247,155.47609985333298
84,HGNC:3014,6.421519139745259
85,HGNC:14240,2.19623640988073
86,HGNC:17996,0.379704512322269
87,HGNC:17827,0.0
88,HGNC:17822,31.8260991299823
89,HGNC:17820,33.1657696952294
90,HGNC:29567,0.0
91,HGNC:30259,0.513027193955625
92,HGNC:18070,0.106925106432539
93,HGNC:30521,3.76887769281788
94,HGNC:4259,0.658637222975046
95,HGNC:15917,3.31212067726411
96,HGNC:6970,100.99099016330601
97,HGNC:6971,215.083948336426
98,HGNC:4251,0.0
99,HGNC:4250,0.476654088916139
100,HGNC:15919,6.3169264914957415
101,HGNC:30748,0.0231587608942955
102,HGNC:15449,0.0
103,HGNC:18149,2.37078842793293
104,HGNC:28697,15.2099860821472
105,HGNC:14409,15.1093305639206
106,HGNC:14404,0.0
107,HGNC:8052,72.0845285111808
108,HGNC:8548,382.54032913923
109,HGNC:8016,19.56177313220289
110,HGNC:8547,15.1517468413092
111,HGNC:8546,22.311214788892602
112,HGNC:8056,6.39234434230042
113,HGNC:7456,0.0
114,HGNC:7455,0.0
115,HGNC:7450,5.90602281806814
116,HGNC:7451,9.70853054333878
117,HGNC:7458,0.0
118,HGNC:7459,0.0
119,HGNC:407,19.223793219112
120,HGNC:406,9.945811509181961
121,HGNC:405,0.0
122,HGNC:404,0.0
123,HGNC:403,31.8426441057033
124,HGNC:402,0.0
125,HGNC:7692,38.283437202570894
126,HGNC:8494,0.0502255626895033
127,HGNC:1378,1.04447854505492
128,HGNC:7698,53.0505891975916
129,HGNC:7699,65.5250417856905
130,HGNC:409,1.76587042726357
131,HGNC:408,13.877410404391
132,HGNC:13724,44.7365011941786
133,HGNC:13726,35.3990993559836
134,HGNC:11573,0.0
135,HGNC:11377,0.0
136,HGNC:9462,29.878152914215804
137,HGNC:19419,0.0
138,HGNC:7526,18.92596396229889
139,HGNC:7529,14.177563259876301
140,HGNC:19366,7.49467291245639
141,HGNC:19365,91.7922205766285
142,HGNC:397,0.0
143,HGNC:396,12.270440894584
144,HGNC:395,13.8904361610065
145,HGNC:10970,0.0
146,HGNC:10971,0.0
147,HGNC:10972,0.0
148,HGNC:10973,6.3817932218005184
149,HGNC:10974,0.163376671518588
150,HGNC:10975,2.55401827009717
151,HGNC:10976,0.0118613874986281
152,HGNC:10977,3.93435726863725
153,HGNC:10978,0.0
154,HGNC:10979,67.6581500246693
155,HGNC:16065,13.057901665279903
156,HGNC:19708,12.4730046030458
157,HGNC:11284,20.8252687409029
158,HGNC:16484,0.0
159,HGNC:13531,5.34840228342599
160,HGNC:4623,61.359107674548596
161,HGNC:4624,16.095711803043198
162,HGNC:240,11.614734497038901
163,HGNC:4626,0.0602518465253648
164,HGNC:249,0.0
165,HGNC:7714,7.11541324850397
166,HGNC:2277,525.998620166435
167,HGNC:12008,0.0708415650055804
168,HGNC:12009,891.105397069077
169,HGNC:2279,0.0
170,HGNC:20886,12.417426305231599
171,HGNC:20885,0.0741935605799933
172,HGNC:20880,9.84198157754628
173,HGNC:20739,6.478139427670749
174,HGNC:7852,42.1039195714885
175,HGNC:7850,1.34365492468382
176,HGNC:7851,41.159702901912496
177,HGNC:17287,20.0950371057596
178,HGNC:179,7.497226850444808
179,HGNC:177,0.7881279189105951
180,HGNC:13448,116.08471036202299
181,HGNC:13445,0.0
182,HGNC:13444,9.13856188571988
183,HGNC:13447,123.99771542139
184,HGNC:4820,0.102800272224768
185,HGNC:21285,0.065723687417854
186,HGNC:27960,0.0
187,HGNC:7218,0.0
188,HGNC:14897,9.34418031295173
189,HGNC:7216,20.40316735728189
190,HGNC:2698,2.3578863151714
191,HGNC:2690,114.414482677911
192,HGNC:19975,3.61653792630265
193,HGNC:26965,10.229883951006599
194,HGNC:9755,1.90301231091245
195,HGNC:9752,3.11632934748516
196,HGNC:20461,1.4269041427168798
197,HGNC:20460,0.0
198,HGNC:10571,228.655272728125
199,HGNC:21065,0.297403486087421
200,HGNC:5198,0.18982889835402805
201,HGNC:30404,1.01459960210647
202,HGNC:24141,0.0
203,HGNC:5195,0.0
204,HGNC:5194,0.0
205,HGNC:5196,0.0508814564642376
206,HGNC:5193,6.88460073623055
207,HGNC:19877,4.60716240129528
208,HGNC:13265,0.22723553546709
209,HGNC:8840,5.36124482252872
210,HGNC:18449,22.368224150512
211,HGNC:3354,2.62815523004193
212,HGNC:3357,0.112229363239856
213,HGNC:3356,1.45660934917274
214,HGNC:20263,3.24383325096508
215,HGNC:3350,385.10477429466596
216,HGNC:3353,20.4911034556477
217,HGNC:3358,0.0927464105446947
218,HGNC:17836,1.10052017533633
