,HGNC_ID,MCF7_FPKM
0,HGNC:13734,0.0
1,HGNC:4020,1.9736816244885305
2,HGNC:4021,8.63447662243567
3,HGNC:344,39.3513855009019
4,HGNC:341,0.0
5,HGNC:3999,626.3345710548709
6,HGNC:343,138.551840935618
7,HGNC:964,0.0544479740430428
8,HGNC:12705,0.0
9,HGNC:12706,0.0
10,HGNC:10967,0.0
11,HGNC:10966,0.0
12,HGNC:10963,0.164286620525466
13,HGNC:10962,0.0
14,HGNC:10961,0.0
15,HGNC:10969,21.0497297072156
16,HGNC:10968,1.9914758990894696
17,HGNC:292,14.075914082644
18,HGNC:291,51.102958625906
19,HGNC:3773,3.91339862233596
20,HGNC:3772,1.12233081979046
21,HGNC:3771,0.0
22,HGNC:3770,0.0
23,HGNC:16496,0.0
24,HGNC:16253,0.106877704526431
25,HGNC:19977,3.40301224625208
26,HGNC:13542,0.0
27,HGNC:16704,0.0828551428779623
28,HGNC:19979,0.521883831202565
29,HGNC:19978,8.055412464063
30,HGNC:16703,0.0
31,HGNC:12019,0.0
32,HGNC:12015,0.0
33,HGNC:2269,257.118212283561
34,HGNC:2267,102.476539026772
35,HGNC:2265,128.349752551237
36,HGNC:17038,3.01544636376545
37,HGNC:9251,44.06310934183021
38,HGNC:108,0.0597291938429259
39,HGNC:24887,2.91434611012808
40,HGNC:7861,0.0
41,HGNC:4810,0.0
42,HGNC:4819,0.0
43,HGNC:4818,0.0
44,HGNC:16815,0.14410045960494194
45,HGNC:3151,104.376766240513
46,HGNC:1373,12.1543173173226
47,HGNC:21298,13.0112849041811
48,HGNC:20800,6.246918645097799
49,HGNC:14135,6.04717535249804
50,HGNC:1372,0.0599521919819144
51,HGNC:17729,6.89568592178913
52,HGNC:9326,0.647619832679371
53,HGNC:9325,78.627253201381
54,HGNC:8940,12.1243017057901
55,HGNC:3518,5.03774297627713
56,HGNC:18859,1.27556941465439
57,HGNC:18857,0.0417507064962052
58,HGNC:3512,3.25886424479746
59,HGNC:3516,2.47631711128145
60,HGNC:3515,0.0520063608572561
61,HGNC:1375,9.375158644357448
62,HGNC:2689,0.0
63,HGNC:1374,0.0
64,HGNC:91,8.76687533311159
65,HGNC:90,4.36383174364809
66,HGNC:93,12.5271135979846
67,HGNC:92,69.702450675868
68,HGNC:95,38.819390488925706
69,HGNC:94,9.78532183504809
70,HGNC:1991,19.7585648027309
71,HGNC:24157,7.927885981712401
72,HGNC:30412,29.810158297172
73,HGNC:1995,23.6571140242536
74,HGNC:1994,0.0
75,HGNC:1996,0.190237119514908
76,HGNC:8830,32.3700097834502
77,HGNC:2860,54.79290655552629
78,HGNC:2861,29.2318898559721
79,HGNC:18704,30.935644799162503
80,HGNC:550,0.0251268093982939
81,HGNC:553,0.0622030788084106
82,HGNC:30324,10.2564535722115
83,HGNC:14247,94.3968166287314
84,HGNC:3014,10.326256515216599
85,HGNC:14240,0.257524760130322
86,HGNC:17996,0.308237035778554
87,HGNC:17827,0.0
88,HGNC:17822,23.6397874034825
89,HGNC:17820,19.5096759328062
90,HGNC:29567,0.0
91,HGNC:30259,0.104116475052881
92,HGNC:18070,0.0
93,HGNC:30521,6.74935931353442
94,HGNC:4259,1.9991986406868896
95,HGNC:15917,4.47293597018343
96,HGNC:6970,101.217193390959
97,HGNC:6971,174.84108122740295
98,HGNC:4251,0.0
99,HGNC:4250,0.870612508030229
100,HGNC:15919,6.71828066286884
101,HGNC:30748,0.0
102,HGNC:15449,0.0
103,HGNC:18149,26.1249026525882
104,HGNC:28697,12.670219560832601
105,HGNC:14409,8.818313584067921
106,HGNC:14404,0.341259861599062
107,HGNC:8052,72.647616370058
108,HGNC:8548,430.90842633738487
109,HGNC:8016,14.4510546224519
110,HGNC:8547,26.400731255401396
111,HGNC:8546,58.9759896840059
112,HGNC:8056,5.11505459559332
113,HGNC:7456,0.0
114,HGNC:7455,0.0
115,HGNC:7450,4.8981739575981385
116,HGNC:7451,12.2442198339575
117,HGNC:7458,0.0
118,HGNC:7459,0.0
119,HGNC:407,14.517550223029001
120,HGNC:406,7.28684489252394
121,HGNC:405,0.0
122,HGNC:404,0.5066833312646261
123,HGNC:403,36.8772786621115
124,HGNC:402,0.0
125,HGNC:7692,35.6589664024528
126,HGNC:8494,0.0407721743127004
127,HGNC:1378,3.82414876312224
128,HGNC:7698,40.11395000760072
129,HGNC:7699,61.8900697259452
130,HGNC:409,0.179187581528778
131,HGNC:408,15.4849090341341
132,HGNC:13724,33.7704818597976
133,HGNC:13726,30.8808302184554
134,HGNC:11573,0.0
135,HGNC:11377,0.0
136,HGNC:9462,10.4086292865076
137,HGNC:19419,0.0968843746044366
138,HGNC:7526,8.86369862567403
139,HGNC:7529,18.3993864319512
140,HGNC:19366,4.9383405677759695
141,HGNC:19365,64.2840077879274
142,HGNC:397,0.0
143,HGNC:396,11.237955255911698
144,HGNC:395,6.49402957378757
145,HGNC:10970,0.0
146,HGNC:10971,0.0
147,HGNC:10972,0.0
148,HGNC:10973,3.9491616193522
149,HGNC:10974,0.3536696865413401
150,HGNC:10975,2.53949113913801
151,HGNC:10976,0.0
152,HGNC:10977,1.77137222213265
153,HGNC:10978,0.0
154,HGNC:10979,56.1271290161249
155,HGNC:16065,12.070256140489304
156,HGNC:19708,9.42010390298066
157,HGNC:11284,11.282954846678699
158,HGNC:16484,0.0
159,HGNC:13531,1.7141712988432398
160,HGNC:4623,40.7928184515929
