,rxn ID,subSystem
1493,GACPAILter,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Transport, mitochondrial', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Transport, endoplasmic reticular']"
1494,GAL3ST11,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, nuclear', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Ubiquinone synthesis']"
1495,GAL3ST12,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, nuclear', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism']"
1496,GALACGLCGALGBSIDEte,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1497,GALACGLCGALGBSIDEtg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1498,GALASE10ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1499,GALASE11ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial']"
1500,GALASE12ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1501,GALASE13ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, nuclear', 'Transport, extracellular', 'Transport, mitochondrial']"
1502,GALASE14ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Valine, leucine, and isoleucine metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1503,GALASE15ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, mitochondrial', 'Transport, extracellular', 'Transport, mitochondrial']"
1504,GALASE16ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial']"
1505,GALASE17ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial']"
1506,GALASE18ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Sphingolipid metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1507,GALASE19ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Tryptophan metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1508,GALASE1ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial']"
1509,GALASE20ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1510,GALASE3ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, nuclear', 'Transport, extracellular', 'Transport, mitochondrial']"
1511,GALASE4ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Valine, leucine, and isoleucine metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1512,GALASE5ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular', 'Transport, mitochondrial']"
1513,GALASE6ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial']"
1514,GALASE7ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, extracellular', 'Transport, mitochondrial']"
1515,GALASE8ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Sphingolipid metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1516,GALASE9ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Tryptophan metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1517,GALC,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism']"
1518,GALFUC12GAL14ACGLCGALGLUSIDEte,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Valine, leucine, and isoleucine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1519,GALFUC12GAL14ACGLCGALGLUSIDEtg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Valine, leucine, and isoleucine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1520,GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Valine, leucine, and isoleucine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1521,GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Valine, leucine, and isoleucine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1522,GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Valine, leucine, and isoleucine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1523,GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Valine, leucine, and isoleucine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1524,GALGALGALTHCRMte,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1525,GALGALGALTHCRMtg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1526,GALGLUSIDEtg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1527,GALGLUSIDEtl,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1528,GALGT1,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis']"
1529,GALGT2,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism']"
1530,GALGT3,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, nuclear']"
1531,GALGT4,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Valine, leucine, and isoleucine metabolism']"
1532,GALNACT1g,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Transport, extracellular']"
1533,GALNACT2g,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular']"
1534,GALNACT3g,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, nuclear', 'Transport, extracellular']"
1535,GALNACT4g,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Valine, leucine, and isoleucine metabolism', 'Transport, extracellular']"
1536,GALNACT5g,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1537,GALNTg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular']"
1538,GALOR,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1539,GALSIDEtg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1540,GALSIDEtl,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1541,GALt1r,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
1542,GALT2g,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular']"
1543,GALTg,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular']"
1544,GALtly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Transport, mitochondrial']"
1545,GAMt1r,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, endoplasmic reticular']"
1546,GAMYe,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, extracellular']"
1547,GAO1,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Ubiquinone synthesis']"
1548,GAO1g,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Ubiquinone synthesis', 'Transport, extracellular']"
1549,GAO2,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism']"
1550,GAO2g,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular']"
1551,GARFT,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism']"
1552,GASNASE2ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, mitochondrial']"
1553,GASNASE3ly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, nuclear', 'Transport, extracellular', 'Transport, mitochondrial']"
1554,GASNASEly,"['Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Arginine and proline metabolism', 'Transport, mitochondrial', 'Transport, extracellular', 'Transport, mitochondrial']"
1555,GBA,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial']"
1556,GBAl,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1557,GBGT1,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis']"
1558,GBSIDEte,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1559,GBSIDEtl,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Arginine and proline metabolism', 'Methionine and cysteine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1560,GCALDDm,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, lysosomal']"
1561,GCC2am,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, lysosomal']"
1562,GCC2bim,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, endoplasmic reticular', 'Tryptophan metabolism', 'Transport, lysosomal']"
1563,GCC2cm,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Heme synthesis', 'Transport, lysosomal']"
1564,GCCam,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular', 'Transport, lysosomal']"
1565,GCCbim,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, endoplasmic reticular', 'Tryptophan metabolism', 'Transport, lysosomal']"
1566,GCCcm,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Heme synthesis', 'Transport, lysosomal']"
1567,GCHOLAt,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial']"
1568,GCHOLAt2,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Tyrosine metabolism']"
1569,GCHOLAte,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, extracellular']"
1570,GCHOLAtx,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, mitochondrial', 'Transport, lysosomal']"
1571,GCNTg,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, extracellular']"
1572,GD1B2te,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1573,GD1B2tg,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1574,GD1Cte,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1575,GD1Ctg,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1576,GDPFUCtg,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1577,GDPtg,"['Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Ubiquinone synthesis', 'Transport, mitochondrial', 'Transport, extracellular']"
1578,GFUCS,"['Taurine and hypotaurine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Tyrosine metabolism', 'Arginine and proline metabolism']"
1579,GGH_10FTHF5GLUe,"['Taurine and hypotaurine metabolism', 'Taurine and hypotaurine metabolism', 'Methionine and cysteine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
1580,GGH_10FTHF5GLUl,"['Taurine and hypotaurine metabolism', 'Taurine and hypotaurine metabolism', 'Methionine and cysteine metabolism', 'Transport, extracellular', 'Ubiquinone synthesis', 'Tyrosine metabolism', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Methionine and cysteine metabolism', 'Taurine and hypotaurine metabolism', 'Transport, mitochondrial', 'Taurine and hypotaurine metabolism', 'Tyrosine metabolism', 'Transport, mitochondrial', 'Transport, extracellular']"
